cap_shape,cap_surface,cap_color,bruises,odor,gill_attachment,gill_spacing,gill_size,gill_color,stalk_shape,stalk_root,stalk_surface_above_ring,stalk_surface_below_ring,stalk_color_above_ring,stalk_color_below_ring,veil_type,veil_color,ring_number,ring_type,spore_print_color,population,habitat
knobbed,scaly,red,no,foul,free,close,narrow,buff,tapering,missing,silky,silky,pink,pink,partial,white,one,evanescent,white,several,woods
convex,smooth,brown,no,none,attached,close,broad,brown,enlarging,missing,smooth,smooth,orange,orange,partial,brown,one,pendant,yellow,several,leaves
convex,fibrous,white,no,none,free,crowded,broad,gray,enlarging,missing,silky,silky,white,white,partial,white,two,pendant,white,numerous,grasses
convex,fibrous,gray,no,none,free,crowded,broad,white,enlarging,missing,silky,smooth,white,white,partial,white,two,pendant,white,numerous,grasses
convex,smooth,brown,no,none,attached,close,broad,brown,enlarging,missing,smooth,smooth,orange,orange,partial,brown,one,pendant,buff,several,leaves
knobbed,smooth,brown,no,fishy,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,paths
knobbed,scaly,red,no,fishy,free,close,narrow,buff,tapering,missing,silky,silky,white,white,partial,white,one,evanescent,white,several,paths
convex,smooth,white,no,none,free,crowded,broad,gray,enlarging,missing,smooth,smooth,white,white,partial,white,two,pendant,white,scattered,grasses
knobbed,scaly,red,no,fishy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,woods
convex,fibrous,gray,no,none,free,crowded,broad,white,enlarging,missing,smooth,smooth,white,white,partial,white,two,pendant,white,scattered,grasses
knobbed,smooth,brown,no,spicy,free,close,narrow,buff,tapering,missing,silky,silky,pink,pink,partial,white,one,evanescent,white,several,leaves
flat,scaly,brown,no,foul,free,close,narrow,buff,tapering,missing,smooth,silky,white,white,partial,white,one,evanescent,white,several,woods
knobbed,smooth,red,no,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,white,white,partial,white,one,evanescent,white,several,woods
knobbed,smooth,brown,no,none,free,close,broad,white,enlarging,bulbous,scaly,scaly,brown,brown,partial,white,two,pendant,white,solitary,paths
knobbed,smooth,red,no,fishy,free,close,narrow,buff,tapering,missing,silky,smooth,white,white,partial,white,one,evanescent,white,several,leaves
knobbed,smooth,brown,no,fishy,free,close,narrow,buff,tapering,missing,silky,smooth,white,white,partial,white,one,evanescent,white,several,paths
bell,smooth,gray,no,none,free,crowded,broad,gray,enlarging,missing,smooth,smooth,white,white,partial,white,two,pendant,white,scattered,grasses
knobbed,scaly,brown,no,spicy,free,close,narrow,buff,tapering,missing,silky,silky,pink,white,partial,white,one,evanescent,white,several,leaves
knobbed,smooth,brown,no,foul,free,close,narrow,buff,tapering,missing,silky,smooth,white,white,partial,white,one,evanescent,white,several,paths
knobbed,fibrous,gray,no,none,free,crowded,broad,white,enlarging,missing,silky,smooth,white,white,partial,white,two,pendant,white,numerous,grasses
knobbed,scaly,brown,no,foul,free,close,narrow,buff,tapering,missing,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,leaves
knobbed,smooth,red,no,fishy,free,close,narrow,buff,tapering,missing,smooth,silky,white,pink,partial,white,one,evanescent,white,several,leaves
knobbed,scaly,brown,no,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,paths
knobbed,smooth,red,no,fishy,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,woods
knobbed,fibrous,white,no,none,free,crowded,broad,gray,enlarging,missing,smooth,silky,white,white,partial,white,two,pendant,white,numerous,grasses
knobbed,scaly,red,no,fishy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,white,partial,white,one,evanescent,white,several,woods
knobbed,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,silky,silky,pink,white,partial,white,one,evanescent,white,several,woods
bell,fibrous,white,no,none,free,crowded,broad,gray,enlarging,missing,silky,smooth,white,white,partial,white,two,pendant,white,scattered,grasses
convex,smooth,gray,no,none,free,crowded,broad,gray,enlarging,missing,smooth,smooth,white,white,partial,white,two,pendant,white,numerous,grasses
bell,smooth,gray,no,none,free,crowded,broad,white,enlarging,missing,silky,smooth,white,white,partial,white,two,pendant,white,scattered,grasses
knobbed,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,paths
knobbed,smooth,brown,no,fishy,free,close,narrow,buff,tapering,missing,smooth,silky,white,white,partial,white,one,evanescent,white,several,paths
knobbed,scaly,red,no,fishy,free,close,narrow,buff,tapering,missing,silky,silky,white,white,partial,white,one,evanescent,white,several,woods
bell,smooth,white,no,none,free,crowded,broad,white,enlarging,missing,smooth,silky,white,white,partial,white,two,pendant,white,scattered,grasses
flat,smooth,red,no,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,woods
knobbed,smooth,brown,no,spicy,free,close,narrow,buff,tapering,missing,silky,silky,white,pink,partial,white,one,evanescent,white,several,woods
knobbed,smooth,white,no,none,free,crowded,broad,pink,enlarging,missing,smooth,silky,white,white,partial,white,two,pendant,white,scattered,grasses
knobbed,scaly,red,no,fishy,free,close,narrow,buff,tapering,missing,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,woods
knobbed,smooth,red,no,foul,free,close,narrow,buff,tapering,missing,silky,smooth,white,white,partial,white,one,evanescent,white,several,leaves
knobbed,smooth,brown,no,spicy,free,close,narrow,buff,tapering,missing,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,woods
convex,smooth,brown,yes,none,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,white,several,paths
knobbed,smooth,brown,no,foul,free,close,narrow,buff,tapering,missing,silky,silky,white,pink,partial,white,one,evanescent,white,several,paths
knobbed,scaly,red,no,foul,free,close,narrow,buff,tapering,missing,silky,silky,pink,pink,partial,white,one,evanescent,white,several,paths
bell,scaly,yellow,no,none,free,crowded,narrow,white,enlarging,club,scaly,scaly,yellow,yellow,partial,yellow,one,evanescent,white,clustered,leaves
knobbed,scaly,red,no,foul,free,close,narrow,buff,tapering,missing,silky,silky,white,pink,partial,white,one,evanescent,white,several,leaves
convex,smooth,brown,yes,none,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,white,solitary,paths
knobbed,smooth,red,no,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,paths
knobbed,fibrous,gray,no,none,free,crowded,broad,pink,enlarging,missing,silky,silky,white,white,partial,white,two,pendant,white,scattered,grasses
knobbed,smooth,red,no,spicy,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,woods
knobbed,smooth,red,no,foul,free,close,narrow,buff,tapering,missing,silky,silky,pink,white,partial,white,one,evanescent,white,several,woods
knobbed,smooth,brown,no,fishy,free,close,narrow,buff,tapering,missing,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,leaves
knobbed,scaly,brown,no,fishy,free,close,narrow,buff,tapering,missing,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,leaves
convex,fibrous,gray,no,none,free,crowded,broad,pink,enlarging,missing,silky,smooth,white,white,partial,white,two,pendant,white,numerous,grasses
bell,smooth,white,no,none,free,crowded,broad,gray,enlarging,missing,silky,smooth,white,white,partial,white,two,pendant,white,numerous,grasses
knobbed,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,white,pink,partial,white,one,evanescent,white,several,woods
bell,smooth,brown,no,none,attached,close,broad,yellow,enlarging,missing,smooth,smooth,orange,orange,partial,orange,one,pendant,brown,clustered,leaves
knobbed,scaly,red,no,fishy,free,close,narrow,buff,tapering,missing,silky,silky,pink,pink,partial,white,one,evanescent,white,several,paths
knobbed,smooth,red,no,fishy,free,close,narrow,buff,tapering,missing,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,paths
bell,smooth,gray,no,none,free,crowded,broad,gray,enlarging,missing,silky,smooth,white,white,partial,white,two,pendant,white,scattered,grasses
knobbed,smooth,red,no,fishy,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,paths
bell,smooth,brown,no,none,attached,close,broad,brown,enlarging,missing,smooth,smooth,orange,orange,partial,brown,one,pendant,orange,several,leaves
flat,smooth,brown,no,fishy,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,paths
knobbed,smooth,red,no,fishy,free,close,narrow,buff,tapering,missing,silky,smooth,white,white,partial,white,one,evanescent,white,several,woods
knobbed,smooth,brown,no,fishy,free,close,narrow,buff,tapering,missing,silky,smooth,white,white,partial,white,one,evanescent,white,several,leaves
knobbed,scaly,brown,no,fishy,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,leaves
bell,fibrous,gray,no,none,free,crowded,broad,gray,enlarging,missing,smooth,smooth,white,white,partial,white,two,pendant,white,numerous,grasses
knobbed,smooth,white,no,none,free,crowded,broad,gray,enlarging,missing,smooth,smooth,white,white,partial,white,two,pendant,white,scattered,grasses
knobbed,smooth,brown,no,fishy,free,close,narrow,buff,tapering,missing,smooth,silky,pink,white,partial,white,one,evanescent,white,several,leaves
flat,scaly,brown,no,foul,free,close,narrow,buff,tapering,missing,silky,silky,pink,pink,partial,white,one,evanescent,white,several,woods
convex,smooth,white,no,none,free,crowded,broad,pink,enlarging,missing,silky,silky,white,white,partial,white,two,pendant,white,scattered,grasses
convex,smooth,brown,no,none,attached,close,broad,orange,enlarging,missing,smooth,smooth,orange,orange,partial,orange,one,pendant,buff,clustered,leaves
knobbed,smooth,brown,no,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,white,white,partial,white,one,evanescent,white,several,paths
knobbed,scaly,brown,no,spicy,free,close,narrow,buff,tapering,missing,smooth,smooth,white,white,partial,white,one,evanescent,white,several,leaves
knobbed,smooth,brown,no,none,attached,close,broad,orange,enlarging,missing,smooth,smooth,orange,orange,partial,orange,one,pendant,buff,several,leaves
bell,fibrous,white,no,none,free,crowded,broad,white,enlarging,missing,silky,silky,white,white,partial,white,two,pendant,white,scattered,grasses
convex,smooth,white,no,none,free,crowded,broad,white,enlarging,missing,silky,silky,white,white,partial,white,two,pendant,white,numerous,grasses
flat,scaly,red,no,fishy,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,paths
knobbed,scaly,red,no,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,leaves
convex,scaly,red,no,musty,free,close,broad,yellow,enlarging,club,silky,scaly,cinnamon,cinnamon,partial,white,none,none,white,clustered,woods
flat,smooth,brown,no,none,attached,close,broad,yellow,enlarging,missing,smooth,smooth,orange,orange,partial,brown,one,pendant,yellow,clustered,leaves
knobbed,smooth,brown,no,foul,free,close,narrow,buff,tapering,missing,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,woods
convex,smooth,brown,no,spicy,free,close,narrow,buff,tapering,missing,silky,silky,pink,white,partial,white,one,evanescent,white,several,woods
knobbed,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,smooth,silky,pink,white,partial,white,one,evanescent,white,several,woods
bell,smooth,white,no,none,free,crowded,broad,pink,enlarging,missing,smooth,smooth,white,white,partial,white,two,pendant,white,scattered,grasses
bell,smooth,gray,no,none,free,crowded,broad,pink,enlarging,missing,silky,smooth,white,white,partial,white,two,pendant,white,scattered,grasses
knobbed,fibrous,gray,no,none,free,crowded,broad,gray,enlarging,missing,silky,smooth,white,white,partial,white,two,pendant,white,numerous,grasses
knobbed,fibrous,gray,no,none,free,crowded,broad,pink,enlarging,missing,silky,silky,white,white,partial,white,two,pendant,white,numerous,grasses
convex,fibrous,white,no,none,free,crowded,broad,white,enlarging,missing,silky,smooth,white,white,partial,white,two,pendant,white,numerous,grasses
knobbed,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,paths
flat,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,leaves
knobbed,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,leaves
flat,smooth,brown,no,foul,free,close,narrow,buff,tapering,missing,silky,silky,pink,white,partial,white,one,evanescent,white,several,leaves
bell,smooth,white,no,none,free,crowded,broad,pink,enlarging,missing,silky,smooth,white,white,partial,white,two,pendant,white,scattered,grasses
knobbed,smooth,white,no,none,free,crowded,broad,white,enlarging,missing,silky,silky,white,white,partial,white,two,pendant,white,scattered,grasses
bell,fibrous,white,no,none,free,crowded,broad,pink,enlarging,missing,smooth,smooth,white,white,partial,white,two,pendant,white,numerous,grasses
flat,smooth,brown,no,none,attached,close,broad,brown,enlarging,missing,smooth,smooth,orange,orange,partial,brown,one,pendant,buff,clustered,leaves
knobbed,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,woods
knobbed,smooth,brown,no,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,white,white,partial,white,one,evanescent,white,several,paths
knobbed,smooth,brown,no,fishy,free,close,narrow,buff,tapering,missing,smooth,silky,white,pink,partial,white,one,evanescent,white,several,paths
flat,scaly,brown,no,fishy,free,close,narrow,buff,tapering,missing,smooth,silky,white,pink,partial,white,one,evanescent,white,several,woods
convex,smooth,red,no,foul,free,close,narrow,buff,tapering,missing,silky,silky,pink,white,partial,white,one,evanescent,white,several,leaves
flat,smooth,brown,no,none,attached,close,broad,yellow,enlarging,missing,smooth,smooth,orange,orange,partial,orange,one,pendant,orange,several,leaves
knobbed,fibrous,white,no,none,free,crowded,broad,white,enlarging,missing,smooth,silky,white,white,partial,white,two,pendant,white,scattered,grasses
knobbed,smooth,brown,no,fishy,free,close,narrow,buff,tapering,missing,silky,smooth,white,pink,partial,white,one,evanescent,white,several,woods
convex,smooth,brown,no,fishy,free,close,narrow,buff,tapering,missing,silky,smooth,white,white,partial,white,one,evanescent,white,several,woods
bell,fibrous,gray,no,none,free,crowded,broad,white,enlarging,missing,smooth,silky,white,white,partial,white,two,pendant,white,scattered,grasses
knobbed,scaly,brown,no,spicy,free,close,narrow,buff,tapering,missing,silky,silky,pink,pink,partial,white,one,evanescent,white,several,woods
bell,smooth,brown,no,none,attached,close,broad,orange,enlarging,missing,smooth,smooth,orange,orange,partial,orange,one,pendant,yellow,clustered,leaves
flat,smooth,brown,no,none,attached,close,broad,yellow,enlarging,missing,smooth,smooth,orange,orange,partial,orange,one,pendant,brown,several,leaves
knobbed,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,silky,silky,pink,white,partial,white,one,evanescent,white,several,paths
knobbed,smooth,red,no,spicy,free,close,narrow,buff,tapering,missing,silky,silky,pink,pink,partial,white,one,evanescent,white,several,woods
knobbed,scaly,brown,no,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,white,partial,white,one,evanescent,white,several,paths
knobbed,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,smooth,silky,white,white,partial,white,one,evanescent,white,several,paths
knobbed,scaly,brown,no,foul,free,close,narrow,buff,tapering,missing,silky,silky,pink,pink,partial,white,one,evanescent,white,several,woods
convex,smooth,gray,no,none,free,crowded,broad,white,enlarging,missing,silky,silky,white,white,partial,white,two,pendant,white,scattered,grasses
knobbed,scaly,brown,no,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,white,white,partial,white,one,evanescent,white,several,woods
flat,scaly,cinnamon,yes,none,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,white,several,paths
bell,smooth,brown,no,none,attached,close,broad,brown,enlarging,missing,smooth,smooth,orange,orange,partial,brown,one,pendant,brown,several,leaves
knobbed,smooth,red,no,fishy,free,close,narrow,buff,tapering,missing,smooth,silky,white,white,partial,white,one,evanescent,white,several,leaves
knobbed,smooth,brown,no,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,woods
knobbed,scaly,brown,no,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,paths
bell,fibrous,gray,no,none,free,crowded,broad,gray,enlarging,missing,smooth,silky,white,white,partial,white,two,pendant,white,scattered,grasses
knobbed,scaly,brown,no,spicy,free,close,narrow,buff,tapering,missing,silky,silky,white,white,partial,white,one,evanescent,white,several,paths
bell,fibrous,white,no,none,free,crowded,broad,pink,enlarging,missing,silky,silky,white,white,partial,white,two,pendant,white,scattered,grasses
knobbed,smooth,red,no,foul,free,close,narrow,buff,tapering,missing,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,leaves
convex,smooth,white,no,none,free,crowded,broad,pink,enlarging,missing,smooth,silky,white,white,partial,white,two,pendant,white,scattered,grasses
knobbed,scaly,red,no,foul,free,close,narrow,buff,tapering,missing,smooth,silky,white,white,partial,white,one,evanescent,white,several,leaves
knobbed,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,woods
convex,smooth,white,no,none,free,crowded,broad,white,enlarging,missing,silky,smooth,white,white,partial,white,two,pendant,white,numerous,grasses
knobbed,scaly,red,no,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,white,white,partial,white,one,evanescent,white,several,woods
knobbed,scaly,brown,no,spicy,free,close,narrow,buff,tapering,missing,smooth,silky,white,pink,partial,white,one,evanescent,white,several,paths
knobbed,smooth,brown,no,none,attached,close,broad,orange,enlarging,missing,smooth,smooth,orange,orange,partial,brown,one,pendant,orange,several,leaves
knobbed,smooth,brown,no,none,attached,close,broad,orange,enlarging,missing,smooth,smooth,orange,orange,partial,brown,one,pendant,brown,several,leaves
knobbed,smooth,red,no,fishy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,leaves
knobbed,smooth,red,no,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,white,pink,partial,white,one,evanescent,white,several,paths
knobbed,smooth,brown,no,none,attached,close,broad,yellow,enlarging,missing,smooth,smooth,orange,orange,partial,brown,one,pendant,brown,clustered,leaves
knobbed,smooth,brown,no,fishy,free,close,narrow,buff,tapering,missing,smooth,silky,pink,white,partial,white,one,evanescent,white,several,woods
knobbed,smooth,red,no,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,woods
knobbed,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,silky,silky,pink,pink,partial,white,one,evanescent,white,several,woods
knobbed,scaly,red,no,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,woods
knobbed,scaly,red,no,foul,free,close,narrow,buff,tapering,missing,smooth,silky,white,pink,partial,white,one,evanescent,white,several,leaves
knobbed,fibrous,white,no,none,free,crowded,broad,white,enlarging,missing,smooth,silky,white,white,partial,white,two,pendant,white,numerous,grasses
bell,smooth,brown,no,none,attached,close,broad,orange,enlarging,missing,smooth,smooth,orange,orange,partial,orange,one,pendant,brown,several,leaves
knobbed,smooth,red,no,spicy,free,close,narrow,buff,tapering,missing,silky,silky,pink,white,partial,white,one,evanescent,white,several,woods
flat,smooth,brown,no,none,attached,close,broad,yellow,enlarging,missing,smooth,smooth,orange,orange,partial,orange,one,pendant,buff,several,leaves
flat,scaly,brown,no,none,free,close,broad,white,enlarging,bulbous,scaly,scaly,brown,brown,partial,white,two,pendant,white,solitary,paths
knobbed,scaly,red,no,fishy,free,close,narrow,buff,tapering,missing,silky,smooth,white,white,partial,white,one,evanescent,white,several,leaves
flat,smooth,gray,yes,none,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,white,solitary,paths
convex,smooth,pink,yes,none,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,white,several,paths
conical,scaly,yellow,no,none,free,crowded,narrow,white,enlarging,club,scaly,scaly,yellow,yellow,partial,yellow,one,evanescent,white,clustered,leaves
knobbed,smooth,red,no,foul,free,close,narrow,buff,tapering,missing,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,paths
knobbed,scaly,red,no,foul,free,close,narrow,buff,tapering,missing,smooth,silky,white,pink,partial,white,one,evanescent,white,several,woods
knobbed,scaly,red,no,musty,attached,close,broad,yellow,enlarging,club,silky,scaly,cinnamon,cinnamon,partial,white,none,none,white,clustered,woods
bell,smooth,brown,no,none,attached,close,broad,yellow,enlarging,missing,smooth,smooth,orange,orange,partial,brown,one,pendant,orange,several,leaves
knobbed,smooth,brown,no,spicy,free,close,narrow,buff,tapering,missing,smooth,silky,pink,white,partial,white,one,evanescent,white,several,leaves
convex,smooth,white,no,none,free,crowded,broad,gray,enlarging,missing,smooth,silky,white,white,partial,white,two,pendant,white,scattered,grasses
convex,smooth,red,no,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,white,white,partial,white,one,evanescent,white,several,leaves
convex,scaly,cinnamon,no,musty,free,close,broad,white,enlarging,club,silky,scaly,cinnamon,cinnamon,partial,white,none,none,white,clustered,woods
flat,smooth,brown,no,spicy,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,leaves
knobbed,smooth,brown,no,none,attached,close,broad,orange,enlarging,missing,smooth,smooth,orange,orange,partial,orange,one,pendant,buff,clustered,leaves
bell,scaly,brown,no,none,free,close,broad,white,enlarging,bulbous,scaly,scaly,brown,brown,partial,white,two,pendant,white,solitary,woods
flat,smooth,brown,no,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,woods
knobbed,smooth,brown,no,fishy,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,paths
bell,smooth,gray,no,none,free,crowded,broad,white,enlarging,missing,silky,silky,white,white,partial,white,two,pendant,white,scattered,grasses
convex,scaly,brown,yes,none,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,white,several,paths
flat,smooth,brown,no,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,white,partial,white,one,evanescent,white,several,paths
knobbed,smooth,brown,no,none,attached,close,broad,orange,enlarging,missing,smooth,smooth,orange,orange,partial,brown,one,pendant,yellow,clustered,leaves
bell,fibrous,white,no,none,free,crowded,broad,white,enlarging,missing,silky,smooth,white,white,partial,white,two,pendant,white,numerous,grasses
convex,fibrous,white,no,none,free,crowded,broad,gray,enlarging,missing,smooth,smooth,white,white,partial,white,two,pendant,white,numerous,grasses
knobbed,smooth,brown,no,fishy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,woods
convex,scaly,brown,no,musty,attached,close,broad,yellow,enlarging,club,silky,scaly,cinnamon,cinnamon,partial,white,none,none,white,clustered,woods
knobbed,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,paths
convex,smooth,brown,no,none,attached,close,broad,orange,enlarging,missing,smooth,smooth,orange,orange,partial,brown,one,pendant,buff,clustered,leaves
knobbed,smooth,red,no,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,paths
convex,smooth,red,no,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,leaves
knobbed,smooth,brown,no,fishy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,white,partial,white,one,evanescent,white,several,leaves
knobbed,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,silky,silky,white,white,partial,white,one,evanescent,white,several,woods
knobbed,scaly,brown,no,foul,free,close,narrow,buff,tapering,missing,silky,silky,pink,white,partial,white,one,evanescent,white,several,leaves
knobbed,smooth,red,no,foul,free,close,narrow,buff,tapering,missing,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,woods
bell,fibrous,gray,no,none,free,crowded,broad,pink,enlarging,missing,smooth,smooth,white,white,partial,white,two,pendant,white,numerous,grasses
knobbed,smooth,brown,no,none,attached,close,broad,orange,enlarging,missing,smooth,smooth,orange,orange,partial,brown,one,pendant,yellow,several,leaves
knobbed,scaly,brown,no,spicy,free,close,narrow,buff,tapering,missing,silky,silky,white,pink,partial,white,one,evanescent,white,several,paths
knobbed,scaly,yellow,no,none,free,crowded,narrow,white,enlarging,club,scaly,scaly,yellow,yellow,partial,yellow,one,evanescent,white,clustered,leaves
knobbed,smooth,white,no,none,free,crowded,broad,pink,enlarging,missing,silky,smooth,white,white,partial,white,two,pendant,white,numerous,grasses
convex,smooth,brown,no,none,attached,close,broad,brown,enlarging,missing,smooth,smooth,orange,orange,partial,orange,one,pendant,yellow,clustered,leaves
knobbed,smooth,brown,no,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,white,partial,white,one,evanescent,white,several,paths
knobbed,fibrous,gray,no,none,free,crowded,broad,pink,enlarging,missing,smooth,silky,white,white,partial,white,two,pendant,white,scattered,grasses
knobbed,fibrous,white,no,none,free,crowded,broad,white,enlarging,missing,smooth,smooth,white,white,partial,white,two,pendant,white,numerous,grasses
flat,smooth,brown,no,none,attached,close,broad,orange,enlarging,missing,smooth,smooth,orange,orange,partial,brown,one,pendant,buff,clustered,leaves
convex,smooth,white,no,none,free,crowded,broad,pink,enlarging,missing,silky,silky,white,white,partial,white,two,pendant,white,numerous,grasses
bell,smooth,gray,no,none,free,crowded,broad,white,enlarging,missing,silky,silky,white,white,partial,white,two,pendant,white,numerous,grasses
convex,fibrous,white,no,none,free,crowded,broad,white,enlarging,missing,smooth,silky,white,white,partial,white,two,pendant,white,numerous,grasses
knobbed,fibrous,white,no,none,free,crowded,broad,pink,enlarging,missing,silky,smooth,white,white,partial,white,two,pendant,white,numerous,grasses
knobbed,smooth,brown,no,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,woods
knobbed,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,woods
knobbed,fibrous,gray,no,none,free,crowded,broad,pink,enlarging,missing,smooth,smooth,white,white,partial,white,two,pendant,white,scattered,grasses
convex,smooth,white,no,none,free,crowded,broad,pink,enlarging,missing,smooth,smooth,white,white,partial,white,two,pendant,white,scattered,grasses
knobbed,smooth,brown,no,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,paths
knobbed,scaly,brown,no,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,white,pink,partial,white,one,evanescent,white,several,woods
knobbed,scaly,brown,no,foul,free,close,narrow,buff,tapering,missing,silky,silky,pink,white,partial,white,one,evanescent,white,several,paths
knobbed,smooth,red,no,foul,free,close,narrow,buff,tapering,missing,silky,silky,white,pink,partial,white,one,evanescent,white,several,paths
knobbed,smooth,red,no,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,white,white,partial,white,one,evanescent,white,several,leaves
bell,smooth,brown,no,none,attached,close,broad,yellow,enlarging,missing,smooth,smooth,orange,orange,partial,orange,one,pendant,brown,several,leaves
knobbed,smooth,red,no,spicy,free,close,narrow,buff,tapering,missing,smooth,silky,white,white,partial,white,one,evanescent,white,several,paths
convex,smooth,gray,no,none,free,crowded,broad,pink,enlarging,missing,smooth,smooth,white,white,partial,white,two,pendant,white,numerous,grasses
convex,smooth,brown,no,none,attached,close,broad,orange,enlarging,missing,smooth,smooth,orange,orange,partial,orange,one,pendant,yellow,several,leaves
bell,smooth,white,no,none,free,crowded,broad,white,enlarging,missing,silky,silky,white,white,partial,white,two,pendant,white,numerous,grasses
